code,population,child_proportion,older_person_proportion,median_age,population_density,born_outside_uk_proportion,road_traffic_incidents,employment_rate,median_house_price,median_household_income,apartment_proportion,household_ownership_rate,social_renting_proportion,private_rental_proportion,higher_level_qualification_proportion,crime_rate,open_space_proportion,cars_per_household,pt_access_score,bike_to_work_trips
E05000336,12050,18.9,17.9,40,3606.1,27.9,4,74.3,413500,43320,29.6,67,15.5,16.1,37.1,53.9,33.3,1.3,2,54.8
E05000337,15750,26.2,8.9,31,5703.7,45.3,6,66.8,280000,31830,19.1,57.7,20.4,19.9,22.8,73.6,26.9,1.2,2.7,70.6
E05000338,12950,20.7,13,35,1723,23.2,5,77.5,305000,40060,26.6,69.4,10.1,19,27.3,64.8,62.8,1.2,2.5,129
E05000339,14900,24,9.7,31,4171.4,44.7,5,63.2,280000,30430,32.6,45.3,30.1,21.5,22.2,131.2,30.9,1,3.1,83.7
E05000340,13100,18.4,16.1,38,2771.7,23.4,5,74,349950,41470,26.2,67.3,12.7,18.2,34.9,100.6,34.4,1.3,2.4,88.5
E05000341,15000,13.6,9.3,28,4758.1,30.9,0,56.8,259000,34270,40.6,49.5,22.2,25.4,29.9,103.3,25.9,1,2.5,128.8
E05000342,15250,23.5,11.4,33,4257.1,27.6,1,69,249997,32680,31.2,51.3,26.4,18.5,24,81.5,31.9,1.1,2.4,123.9
E05000343,11600,18.6,17.1,39,2545.5,18.4,2,78.2,335000,43470,32.8,68.4,11,18.7,33.9,65.4,49.5,1.3,2.2,81.3
E05000344,14250,26.8,8.1,31,6087,42.7,2,66.1,250000,33240,29.9,54.8,21.8,19.4,26,76.4,33.4,1.1,1.9,95.7
E05000345,13750,22.7,10,32,3362.5,27.7,5,68.2,225000,32340,36.5,47.6,27.3,21.8,23.1,110.1,41.3,1,2.5,133.1
E05000346,12950,22.8,11.6,33,2965.9,31,1,72.2,229000,31870,33.3,48.2,26.9,16.4,20.2,65,52.5,1.1,2.1,183.2
E05000347,15800,18.5,10,32,4828.1,38.3,5,68,370000,35040,59.6,38,37.7,18.5,35.3,80,42.8,0.8,3.2,352.2
E05000348,11650,18.8,12.8,37,5087,34,5,76.1,772500,51830,52.3,53.9,16.4,27.9,55.7,83.5,42.2,0.9,3.6,419.3
E05000349,11700,19.7,13.8,37,5642.9,30.3,4,77.4,650000,49680,54.5,55.8,18.5,24.2,56,62.2,35.2,1,2.8,434.1
E05000350,12750,22.2,10.5,31,4722.2,56.2,1,65.6,226500,30860,34.5,43.8,29.1,24.7,26.2,74.4,26.4,1,2.4,99.9
E05000351,11850,20.3,13.6,35,3514.7,35.7,6,71.6,270000,32850,27.8,59.1,22.3,16,21.1,77.4,37,1.1,2.9,159.5
E05000352,15800,25,7.4,31,4968.8,32.3,2,71.8,225000,34010,40.1,45.7,27.2,20.7,25,69.8,41.4,1,2.4,222.3
E05000353,12400,23.6,11.9,33,3787.9,28.9,4,66.9,250000,31150,37.8,47.5,38.6,11.3,19.2,72.9,45.6,1,2.6,184.3
E05000354,12250,21.1,12.4,35,3347.2,28.5,3,72.9,250000,34340,33.3,61.1,21.3,14,22.2,70.5,41.4,1.1,2.6,151.6
E05000355,12600,21,11.5,33,7500,54.7,5,66.6,348000,33580,31.2,55,19.5,22.9,32,53,15.8,1.1,2.9,83.8
E05000356,12700,20.4,11.6,32,6400,56.5,3,67.5,248000,34030,32.2,56.6,15.7,25.7,33.4,63.3,27.1,1.2,2.3,63.2
E05000357,12750,22.9,10.9,32,3381.6,51.1,4,62.2,280000,29490,38.8,46.4,33.7,17.3,24.4,100.3,39.1,1.1,2.3,61.9
E05000358,16200,20.3,9.6,32,9441.2,64.5,1,71.4,249950,35830,51.1,38.3,16.9,38.7,42.8,166.8,11.1,0.7,5.1,116.9
E05000359,15250,24.3,8.3,31,5446.4,58,1,67.6,249950,32530,40.4,44.7,20,31.9,34.6,64,48.6,0.9,3.2,137.6
E05000360,11700,19,14,36,6555.6,38.7,1,74.1,375000,39920,15.3,74,5.1,19.2,32.9,41.4,17.9,1.3,2.5,201.8
E05000361,13750,19.2,10.7,32,8437.5,62.6,4,69.6,270000,31890,34.7,47,18.9,30.1,33.5,92.1,10.2,0.9,3.9,94.3
E05000362,12150,22.3,10.8,34,6125,33.8,0,70.6,301000,34790,50.7,44.3,34.1,18.6,33.8,69.5,22.6,0.9,2.4,273.9
E05000363,13350,19.3,12.9,35,2134.9,46,4,75.3,345500,42140,42,61.8,6.9,28.3,45.9,73.2,54.3,1.2,2.8,191.6
E05000364,14200,20.7,9.9,34,4862.1,36.7,1,73,365000,37040,58,43.8,27.4,23.8,38.9,82.2,42.5,0.9,3.6,310.8
E05000365,11800,15.8,13.2,36,6583.3,39.9,5,77,634000,47080,63.4,49.4,14.7,34,55.4,95,7.4,0.8,4.4,317.7
E05000366,12950,15,9.7,31,15937.5,35.5,9,68.1,715000,44970,80.5,31.7,38.5,27.3,51.5,131.4,11,0.5,5.7,610.3
E05000367,16700,13.1,7,29,14454.5,41.9,13,59.8,640000,39200,97.6,21.1,47.3,29.3,45.2,179.7,13.5,0.3,7.1,502.9
E05000368,14950,14.8,8.5,30,13227.3,37.3,5,61.7,447500,35840,81.6,22.6,44.7,29.8,39.1,138.8,16.4,0.4,5.3,532.5
E05000369,12500,18.2,9.9,33,15437.5,29.7,8,69.2,550000,40590,82.5,27.8,47.2,22,47.3,80.2,14.4,0.4,6.5,549.3
E05000370,12350,11.7,8.3,31,13444.4,38.5,11,62.6,732500,43350,90.4,29,42.3,26.5,47.9,154.3,9.3,0.4,6.9,480.6
E05000371,15300,17.6,8.6,31,16555.6,41.6,4,65.4,410000,33620,82.6,22.6,43.4,31.9,41.8,161.3,15.9,0.3,6.6,562.7
E05000372,12150,18.4,9.8,33,11950,30.9,0,74.5,667500,47810,73.8,41.1,31.1,26.1,58.8,98.2,21.6,0.5,4.7,819.2
E05000373,16400,16.2,6.5,31,14363.6,34.5,4,74.5,500000,43800,78.9,29.4,33.5,33.2,56.3,88.5,10.6,0.4,5.7,892
E05000374,12350,18.5,9.4,33,15125,32.9,1,65.7,447500,39090,76.6,32.9,45.3,20.1,43.7,74,18.3,0.5,4.2,444.8
E05000375,16050,15.1,7.7,30,15750,39.6,7,63.9,405000,35430,86.5,22.4,46.5,26.2,43.3,83.3,16.9,0.4,5.9,642.8
E05000376,12950,15.4,9.7,33,12600,34.7,5,68.4,452000,39470,81.8,28.5,43.3,25.7,46.9,115.5,16.6,0.4,6,572
E05000377,13500,18.3,7.7,32,16625,33.8,1,68.6,525000,39300,84.4,27.4,47,23.3,48.8,92.3,10.6,0.4,6.1,865.4
E05000378,13100,16.2,9.5,33,16062.5,32.8,2,67.8,495645,40860,82.3,33.6,38,26.1,48.3,76.5,8.1,0.5,4.5,716.1
E05000379,12500,13.8,9.5,33,13500,33.1,14,73,650000,46190,80.5,27,41.5,29.7,54.4,192.2,9.6,0.4,6.7,576.4
E05000380,13200,14.9,8.9,32,15687.5,32,6,70.4,667500,43870,73.2,33.2,40.4,24,53,127.1,10.4,0.4,5.3,608.9
E05000381,13900,17.5,8.1,32,17062.5,34.5,3,68.5,465000,38090,78.5,29,41.9,26.9,45.2,86.4,13.3,0.4,4.5,643.2
E05000382,10700,16.2,13.3,36,16916.7,59.6,3,66.2,1295000,54690,82.4,41.5,9.4,45.2,59.2,83.2,5.9,0.6,6.5,226.7
E05000383,8900,14.2,14.6,37,8700,61.7,8,69.2,1950000,64320,83.9,34,12.3,47.6,57.4,185.5,10.8,0.6,6.8,129.5
E05000384,8250,16.9,13.6,37,8944.4,52.8,4,71.6,1400000,65500,74.4,47.7,7,39.8,62.4,124.7,27.8,0.7,6.8,210.3
E05000385,8400,14.4,12.2,36,20625,44.4,0,69.9,935000,43560,90.2,24.9,45.2,28.1,48.6,172.2,10.5,0.4,5.4,343.2
E05000386,9100,12.8,10.7,33,17700,61.4,3,64.8,1325000,61810,88,39,9.1,48,58.7,109,13.4,0.5,6.9,167.8
E05000387,8250,15,17.7,39,13250,44.4,5,63,1050000,43920,84.2,32.6,43.4,20.9,41.2,89.5,29.3,0.5,4.7,152.7
E05000388,9300,12.1,9.8,34,18100,61,3,68.5,783250,44100,93.8,30.6,22.7,43.8,53.3,110.4,10,0.4,7,189
E05000389,9600,17.4,11.1,35,10111.1,46.1,3,59.3,533800,30100,91.4,11.9,67.8,17.4,32.1,130.9,34.6,0.4,4.5,222.3
E05000390,8850,13.9,16.6,39,14416.7,55.6,3,69.1,1587500,58100,83.5,34.7,16.4,43.3,55.1,188.3,8.5,0.6,6.6,137.1
E05000391,9850,18.6,13.6,37,9600,56.7,6,66.4,1375000,54770,78.9,45.5,11.9,38.2,58.8,70.8,27.7,0.7,6,206.4
E05000392,8750,18.3,17.2,39,12214.3,40.7,3,67.4,1343000,53430,70.3,34.9,38.5,23.6,51.2,97.2,15.4,0.6,5.4,229.7
E05000393,9750,19.1,13.7,36,15750,41.6,6,61.8,776000,36690,83.8,24.2,55.8,16.5,37.2,99.3,9.3,0.5,4.2,298.7
E05000394,7700,14,12.3,35,15100,51.2,3,74.8,1127500,55710,82.9,40.6,12.7,43,60.8,177.9,11.9,0.5,7,205.8
E05000395,9950,14.8,10.4,34,16166.7,63.2,1,66.3,1745000,63630,85.3,41.5,4,48.6,61.7,88,5.8,0.6,6,203.8
E05000396,9300,15.3,12.1,36,13000,53.4,7,74.3,995000,54550,84,46.2,10.4,40.2,60.5,80.1,28.1,0.6,6.2,256.6
E05000397,7350,13.6,21.7,43,7944.4,44.8,6,72.8,1995000,60600,77,45.3,13.6,35.8,56.1,117.9,43.1,0.8,5,155.7
E05000398,9600,18.6,11.6,36,13285.7,37.8,3,63.4,642500,36100,83.8,20.9,58.7,15.9,35.5,114.8,21.9,0.5,3.8,280.6
E05000399,8250,15.5,16,37,11571.4,48.7,8,73,1100000,54990,72.5,45.5,13.1,38.3,56.1,118.7,9.1,0.7,5.6,169.6
E05000400,9700,19.7,16.6,39,3537,27.2,3,75.1,404975,41390,12,80.2,4.9,13.3,32.7,34.7,43.7,1.4,2.2,174.1
E05000401,9800,18.2,15.4,36,6466.7,24.1,1,74.8,361125,42330,54.7,54.6,17.4,26.9,48.4,31.6,10.9,1,2.8,221.4
E05000402,10450,20.8,13.1,37,5447.4,32.4,0,71.6,435000,40700,30.4,63.7,11.5,22.1,41.7,64.5,26.4,1,2.8,211.5
E05000403,13300,23.4,8.5,33,10791.7,27.5,1,74.9,449500,45600,47.3,55.1,12.5,30.3,54.4,38.4,7,0.9,4.1,398.3
E05000404,9000,20.1,15.3,38,4710.5,17.2,2,76.4,310000,37230,17.2,74.8,14.8,8.6,22.8,43.9,27.5,1.3,2.4,108.4
E05000405,10550,20.9,14.4,37,1375,14.3,0,78.5,315000,38310,20.9,77.3,11.7,9.7,25.3,47.5,75.7,1.4,2.4,121.7
E05000406,10750,18.3,14.9,34,2420.5,40.6,4,64.5,480000,45650,42.1,61,11.6,25.5,44.5,47.8,42.1,1.3,2.5,142.7
E05000407,10050,20.6,14.2,38,6250,33.5,0,72.4,480000,44320,20.6,72.3,6.9,19.4,47.4,26.2,11,1.2,2.3,198.6
E05000408,11800,16.8,8.8,30,6105.3,31.4,6,66.8,400000,41410,68,47.5,13.2,37.5,47,268.5,23.6,0.8,4.2,267.1
E05000409,10600,20.1,9.2,32,8076.9,34.1,6,68.2,341750,34650,48.9,42.3,31.2,24.3,35.8,62.4,34.5,0.8,3.6,268.5
E05000410,9700,19,18.1,40,5361.1,27.3,1,74,395725,41760,18.5,77.4,9.1,12.3,34.4,29.6,21.3,1.4,2.7,103.5
E05000411,9250,18.2,18.1,41,4181.8,37.3,5,71.9,443567.5,41850,16.3,75.3,9.3,14,38,33.8,28.2,1.3,2.6,121.8
E05000412,10900,12.2,8.3,30,7785.7,29.1,3,69.4,395350,44930,70,53.1,6.7,38.6,48.3,49.7,23.9,0.9,3.7,246.6
E05000413,10950,17.4,13.5,35,6352.9,25,2,78.2,396770,43160,57.7,60.5,7.5,30.7,52.2,29.6,5.8,1,3.3,211.1
E05000414,10650,20.1,13.8,36,3961.5,26.1,3,76.2,337195,37840,22,71.2,10.7,16.5,30,53.7,33.1,1.2,2.3,144.8
E05000415,9850,22,14.9,40,6125,23.9,2,76.9,550000,48530,25,76.5,7.5,14.2,51.3,33.1,22.7,1.2,2.3,327.2
E05000416,11400,10.9,8.2,31,7066.7,43,12,66.2,590000,40360,89.2,21,41.8,33.9,47.2,243.6,31.6,0.4,7.6,327.6
E05000417,16650,16,6.7,31,14863.6,37.4,1,75.3,420000,39050,74.4,32.8,32.2,31.9,49.6,91.5,13.1,0.5,4.9,930.6
E05000418,13600,15.8,7.1,31,10192.3,33.5,1,80.3,620000,49520,68.4,42.6,23.7,32.4,63.3,85.6,27.9,0.7,4.1,704.6
E05000419,14850,14.3,6.7,31,13045.5,35.2,7,80,610000,44960,74.8,33.7,29.7,33.8,59.7,142.5,13.1,0.5,5.1,742
E05000420,17500,20.2,6.1,30,14333.3,43.7,7,64.9,435000,32220,79.6,16.1,59.1,21.5,36.8,180.9,14.4,0.4,5.4,629.9
E05000421,16400,12.5,5.9,30,17555.6,41.7,2,77,497475,39480,79.3,26.5,37.4,34.2,52.9,145.6,10.3,0.4,6.3,771.3
E05000422,13900,22.7,8.4,33,8625,30.6,3,69.7,350000,36650,61.9,37.2,36.6,24.1,39.3,79.6,25.7,0.6,3.7,411.2
E05000423,15600,19,7.6,33,7700,35.3,6,75.3,432500,41700,67.2,37.2,31.8,29,52,92.4,37.9,0.5,4.5,1057.4
E05000424,15200,22.6,9.2,33,9966.7,35.3,3,68.8,355000,36950,57.2,42.9,30.6,24.8,38.2,74.6,13.3,0.6,4.1,336.9
E05000425,18000,16,6.4,30,16181.8,42.2,6,73.5,430000,37260,83.7,25,41.4,30.3,48.5,92.8,20,0.4,5.2,791.9
E05000426,16600,13.7,7,31,12269.2,42.6,8,74.3,699995,39200,87.3,26.2,34.8,34.7,51.6,127.4,24.9,0.4,6.9,813.9
E05000427,15400,16.5,9.2,33,12458.3,38.5,6,71.1,495000,37600,85.5,27.2,47.1,20.4,46.5,119.3,20.7,0.4,6.3,673.2
E05000428,15200,18.3,7.7,32,10642.9,40.4,7,75.6,340000,39880,70,39.7,14,44.7,46.3,104,12.1,0.6,5.9,497.5
E05000429,15250,18.4,7.1,32,16777.8,44.9,3,71.2,391375,35050,86.5,24.8,45,27.3,41,83.7,13.2,0.4,5.4,684.1
E05000430,15150,18,8.2,33,11307.7,37.8,7,74.6,359000,39250,71,41.1,24.9,32.1,46.4,76.9,14.1,0.6,5.3,592.6
E05000431,14750,20,11.2,33,8558.8,44.5,2,70.4,375000,36710,34.4,53,15.5,28.8,34.8,74.9,26,0.8,4.1,282.9
E05000432,15250,19.8,8.3,32,10066.7,41.2,3,74.2,345875,38270,69.9,41.5,20.8,35,42.6,72.7,18.3,0.6,4.4,440.4
E05000433,14000,19.9,7.6,31,12045.5,37,1,74.3,511250,41880,72,38.2,39.1,21.2,47.8,55.2,22.4,0.6,3.5,525.1
E05000434,13800,22.7,9.6,34,9133.3,30.3,4,74,412747.5,41600,60.2,41.9,27.1,29.3,50.3,73.2,19.7,0.7,5,587.1
E05000435,16250,20.3,6.7,31,16000,38.6,4,70.5,417000,35610,75.4,29.2,43.2,24.8,42.7,80.3,16.6,0.5,4.4,773.2
E05000436,15600,16.5,7.2,31,13590.9,40,8,67.6,395000,34830,77.2,23.2,53.2,22,41.3,81,16.8,0.4,4.4,694.2
E05000437,15300,24.1,10.4,34,4854.8,29.6,2,64.9,265000,31340,43.9,40.1,44,13.9,23.5,94,46.7,0.7,3,117.8
E05000438,15000,18.1,10.5,34,6304.3,29.3,4,74.1,385000,44870,69.9,43.2,28.8,27,53.2,83.9,34.6,0.7,4.9,287
E05000439,18550,15.8,6.1,31,10558.8,36.8,6,71.3,330000,38100,71.9,31.5,30.1,35.7,47.3,78.8,13.3,0.5,5.8,526.4
E05000440,15650,20.6,11.5,36,8157.9,32.2,3,70.2,332500,39070,30.4,65.8,12.6,19.9,34.2,44.8,3,0.9,3.3,193.6
E05000441,15350,20.8,9.5,35,8882.4,30.1,3,73.9,455000,42560,43.1,55,16.8,25.8,45.1,58.4,20.7,0.7,4.1,456.8
E05000442,15000,23.4,12.4,34,6145.8,24.8,5,63.6,242500,30880,23,44.2,40.9,13.1,20.2,78.9,30.1,0.7,3.3,98.5
E05000443,18550,22.9,5.8,30,9777.8,44.8,4,63.7,315000,30560,79.7,16.7,57.3,21.4,33.5,69.6,22.6,0.4,3.1,321.7
E05000444,15300,21.5,9.8,35,8388.9,31.1,0,73.6,340000,40960,65.3,47.4,26.4,24.5,46.4,69.9,22.2,0.7,4,346.3
E05000445,15100,20.5,12.4,35,6208.3,26.9,2,69.3,250000,36150,37.3,53.5,26.7,17.9,29.2,50.6,21.6,0.9,3.2,148.8
E05000446,15200,17.9,8.9,33,9281.3,35.4,2,70.5,370000,40290,47.9,49.3,23.6,25.2,44.5,55,25.7,0.7,4.5,431.9
E05000447,15050,20,11.4,36,8222.2,28.9,1,75.1,402500,42760,48.2,53.7,21.2,23.4,46.1,60.9,11.7,0.7,3.6,290.3
E05000448,20250,20,7.4,32,8976.2,41.2,7,69.6,290000,35760,69.6,35.1,27.4,33.7,42,134.9,13.8,0.5,5.2,302.4
E05000449,17650,20,5.5,30,9305.6,46.6,2,64.6,242000,31520,73.1,25.4,40.5,31.6,34.7,108.5,16.5,0.5,4.4,368.5
E05000450,16050,20.8,9.7,35,9323.5,30.5,7,72.9,355000,39130,56.3,48.1,26.5,23,41.5,54.6,9.7,0.7,3.4,325.8
E05000451,16650,22.7,8.2,33,8777.8,38,7,66.2,270000,34670,57.8,41.4,26.9,30.3,32.9,118.7,24,0.6,5.2,197.7
E05000452,16150,20.7,11.4,35,9352.9,30.2,1,69.1,350000,37060,62.6,42.9,34.7,20.8,36.6,73.2,13.1,0.7,4.1,205.2
E05000453,17250,18.8,7.1,32,11233.3,36.9,5,70.6,360000,37230,66.1,31.7,36.6,29.2,43.7,51.1,16.5,0.6,5.2,553.3
E05000454,15050,24.2,10.6,33,6659.1,29.5,4,64.8,248000,32840,31.1,49.2,34.5,14.7,22.7,70.4,27.9,0.8,2.8,98.6
E05000455,10600,18.6,8.7,33,7607.1,38.3,3,80.3,482500,45370,51.1,48.5,14.1,35.7,55.4,71.6,12.8,0.7,5.1,245.1
E05000456,9500,17.9,17.7,40,4340.9,29.6,5,75.9,455000,42320,14.4,79.9,5.5,13.4,35.2,35.4,42.7,1.2,2.6,153.9
E05000457,11250,16.7,8.6,33,10181.8,47.2,5,76.7,350000,38780,55.5,48.7,12.6,36.8,43.1,79.1,14.6,0.7,3.9,280.9
E05000458,11800,24.1,11.2,33,3933.3,39.5,8,65.7,245000,29930,47.1,41.7,36.9,18.5,23.3,78.5,50,0.7,2.9,119.2
E05000459,9650,18.8,10.5,34,8000,35.6,4,83.2,565000,49910,34.8,61.5,3.7,33.6,60.7,60.4,15.3,0.8,4.9,216
E05000460,11700,24.5,9.7,32,10545.5,44.9,3,66.3,250000,30860,49.4,46.8,27.3,23,25.3,78.8,23,0.8,3.6,141
E05000461,10100,19.8,11.7,34,11222.2,54.1,0,71.6,388000,35580,27.8,61.8,3.9,32.8,32.1,55.6,12.3,0.9,3.4,154.4
E05000462,9250,15,14.1,35,7708.3,41.6,2,79.8,563750,51480,69.5,50.1,9.9,38.4,64.6,56.7,5.6,0.8,5.4,145.4
E05000463,10650,21.4,8.2,32,8875,46.1,1,72.6,280000,33360,41.2,47.6,20.4,30.1,32.6,57.9,18.6,0.8,2.7,183.4
E05000464,10500,21.6,11.2,34,6966.7,42,1,69.9,295000,34350,21.2,69.1,10.6,18.2,27.5,50.9,36.6,1,2.8,99.5
E05000465,9350,18.9,16.4,39,5194.4,22.1,2,78.1,320000,38730,19.9,84.4,4.1,10.3,24.5,33.1,34,1.3,2.2,111.8
E05000466,9750,19.9,15.9,37,5444.4,35.5,2,75.2,522500,46300,29.4,72.2,3.9,22.7,50.1,54.8,18.8,1,3.8,202.2
E05000467,10800,23.7,10.8,33,4863.6,35.9,1,67.8,288000,31940,21.7,61.3,24.1,13.1,23.4,60.2,52.8,1,2.6,114
E05000468,10250,21.7,13,35,5694.4,36,1,69,285000,32330,29.7,55.6,25.1,18.2,25.1,63.7,37.8,0.9,2.9,103.2
E05000469,10000,20.5,14.2,37,5263.2,33.4,1,77.6,499500,49340,49.8,61.9,10.7,26.2,54.3,43.9,24.4,1,3.8,187.7
E05000470,10650,22,13.4,35,5944.4,33,1,69.4,280000,32530,25.1,53.3,31,13.7,23.4,51.4,41.6,0.9,3.1,122.3
E05000471,10000,20.5,8.8,34,9136.4,36.1,2,80.7,497000,47380,51.6,52.9,11.9,33.5,59.6,83.9,15.7,0.8,3.9,237
E05000472,8750,18.9,20.3,43,1411.3,34,2,71.3,1530000,62200,33.5,68.7,5.6,23,62.3,52.2,62.2,1.4,2.4,152.9
E05000473,10200,20.9,14.5,37,5075,33.7,5,76.5,475000,44170,19.1,76.3,5.2,16.8,41.9,49.6,32.4,1.1,2.9,174.7
E05000474,11500,23.6,9.1,33,5021.7,32.9,3,78.4,732500,50730,39,60.7,8.3,27.8,59.6,42.2,28.5,1,3.1,297.5
E05000475,16700,22,4.9,29,2539.7,49.7,1,60.3,233500,34100,40.1,28.9,36.5,31,27.9,125.2,30.9,0.7,2.8,127
E05000476,16350,24.9,8.1,29,18055.6,54.8,1,58.2,250000,31630,34.8,40.9,25.8,30.9,28.8,69.8,6.1,0.6,4,81.8
E05000477,16650,21.4,7.6,30,6300,47.9,1,59.5,249000,28910,56.2,23.3,49.3,25.1,23.9,93.9,21.6,0.5,4.7,85.4
E05000478,20350,19.8,6.1,30,10166.7,47.5,3,64.4,280000,32870,69.2,19.8,36,39.9,33.3,64.8,26.6,0.5,3.6,148.1
E05000479,14850,23.5,6.7,30,6738.1,46.9,2,62.8,250000,31840,38.1,30.3,41.4,24.4,24.2,108.1,30.6,0.7,3.2,99.3
E05000480,16200,22.4,7.5,30,16200,61.4,6,58,250000,32380,32,43,15.7,39.7,32.6,111.8,10.8,0.6,4.7,78
E05000481,14250,21.5,7.8,29,15722.2,60.2,4,56.3,249995,32340,32.3,46.4,17.6,34.1,31.1,54.7,12.4,0.7,4.4,43.9
E05000482,16250,26.3,7.3,30,8861.1,46.6,2,59,240000,31430,35.5,42,31.1,25.2,24.1,67.1,23.5,0.7,2.6,89.3
E05000483,16550,21.2,7.4,30,13750,50.5,6,64.7,313000,34270,45.1,35.5,28.9,32,33,64.7,13.8,0.6,3.2,218.8
E05000484,18150,20.2,6.4,29,14875,54.8,1,62.1,263900,34550,57.8,29.6,26.4,40.5,32.7,87.9,2.2,0.6,3.9,175.7
E05000485,16250,22.3,6.2,29,23071.4,62.2,1,55.4,260000,31570,33.6,42.9,12.8,42.2,30,60.1,2.4,0.6,3.7,63.4
E05000486,15500,21.5,7.8,29,19187.5,61.1,8,54.3,250000,31080,36.2,43.8,13.5,40.8,29.8,71.2,3.2,0.7,4,58.7
E05000487,17100,27.9,6.7,28,8921.1,54.5,7,53,230000,29730,47,32.9,30.1,34.4,24.6,75.6,48.6,0.6,2.7,63.5
E05000488,15600,24,7.1,29,11923.1,56.2,1,55.8,249974.5,31580,43.7,38.7,22.5,36.3,30.2,66.8,26.6,0.7,4,95
E05000489,15800,23.4,7.6,30,15700,52.1,1,58.4,250000,30740,52.1,28.8,41.7,25.6,26.8,61.9,10.7,0.5,4.4,112.7
E05000490,16800,27.9,6.5,29,11892.9,51.7,4,61.8,250000,31750,29,41.9,25.1,30.7,26.2,92,14.6,0.6,4.4,124.6
E05000491,16550,20.8,3.7,29,2843.8,48.3,3,71.9,303500,38580,75.4,25.5,30.8,41.3,42.7,71.5,56.8,0.7,2.8,103.5
